# ['video-games', 'baby', 'grocery-and-gourmet-food', 'digital-music', 'musical-instruments', 'pet-supplies', 'patio-lawn-and-garden', 'beauty', 'automotive', 'office-products']
alternating:[0, 12, 0, 32, 76, 12, 4, 20, 8, 8]
clarity:[24, 12, 20, 172, 424, 0, 0, 12, 0, 136]
typical:[224, 80, 140, 432, 468, 0, 164, 76, 132, 136]
funky:[12, 16, 24, 856, 144, 20, 16, 28, 16, 0]
time:[1380, 0, 916, 872, 708, 948, 1264, 972, 1177, 1080]
watt:[0, 0, 16, 12, 8, 8, 56, 0, 260, 8]
nozzles:[0, 0, 0, 0, 0, 0, 348, 0, 28, 12]
applications:[12, 0, 44, 0, 40, 104, 104, 104, 128, 76]
pets:[20, 76, 20, 20, 0, 728, 8, 8, 24, 16]
tray:[0, 356, 88, 16, 12, 596, 40, 20, 64, 48]
shadow:[208, 0, 4, 160, 116, 16, 0, 80, 0, 12]
happy:[851, 1082, 963, 0, 591, 1252, 1062, 1257, 1118, 1362]
pup:[0, 20, 0, 4, 8, 660, 0, 0, 0, 4]
program:[312, 0, 48, 108, 496, 488, 108, 24, 28, 440]
infant:[4, 952, 80, 8, 12, 0, 0, 32, 0, 4]
put:[431, 2048, 934, 643, 0, 905, 1158, 965, 1496, 1050]
identified:[4, 12, 8, 44, 84, 0, 8, 0, 8, 24]
options:[556, 212, 96, 0, 88, 140, 104, 84, 144, 212]
coloring:[16, 8, 292, 0, 28, 16, 0, 16, 16, 44]
dinosaur:[96, 164, 0, 36, 16, 728, 8, 0, 0, 16]
pvc:[0, 44, 0, 4, 0, 48, 80, 0, 28, 0]
hey:[416, 68, 68, 464, 204, 72, 76, 0, 76, 68]
floral:[0, 0, 48, 4, 4, 4, 16, 212, 0, 48]
laws:[12, 44, 36, 16, 48, 20, 36, 0, 16, 12]
pedal:[0, 24, 0, 52, 124, 0, 0, 0, 28, 0]
lesson:[56, 36, 56, 80, 204, 56, 60, 40, 0, 124]
dandruff:[0, 0, 0, 0, 0, 0, 0, 640, 0, 0]
awhile:[260, 216, 148, 220, 112, 224, 116, 144, 96, 0]
light:[0, 616, 698, 788, 694, 500, 1672, 1857, 1975, 796]
terrific:[124, 124, 188, 396, 444, 88, 104, 92, 0, 76]
tiny:[248, 404, 404, 0, 136, 524, 212, 364, 160, 128]
lawn:[8, 0, 12, 8, 8, 28, 3344, 4, 148, 8]
adams:[8, 0, 0, 48, 88, 0, 36, 0, 24, 12]
pirate:[56, 0, 12, 4, 44, 0, 0, 0, 0, 12]
artist:[12, 4, 16, 1612, 848, 16, 20, 88, 0, 176]
methods:[44, 0, 36, 0, 36, 28, 20, 12, 28, 24]
tabs:[24, 388, 4, 0, 20, 260, 44, 16, 40, 84]
scooping:[4, 0, 4, 0, 4, 580, 20, 0, 8, 0]
triangle:[104, 0, 12, 0, 16, 8, 8, 0, 0, 4]
layer:[36, 140, 96, 44, 56, 84, 84, 268, 44, 0]
helmet:[28, 0, 0, 0, 0, 4, 0, 8, 312, 0]
theme:[460, 44, 64, 604, 880, 4, 16, 12, 0, 356]
attest:[16, 0, 12, 24, 24, 28, 16, 24, 20, 8]
smash:[484, 20, 12, 104, 68, 8, 0, 8, 0, 8]
tire:[28, 36, 8, 100, 100, 72, 48, 0, 916, 16]
ledger:[0, 0, 0, 0, 1640, 0, 0, 0, 0, 0]
barrel:[36, 20, 24, 196, 24, 8, 80, 164, 32, 0]
chain:[92, 0, 48, 72, 112, 64, 184, 28, 152, 64]
desire:[64, 24, 52, 180, 252, 44, 36, 52, 0, 28]
classics:[320, 8, 4, 952, 576, 4, 12, 24, 0, 32]
chair:[72, 400, 28, 116, 68, 32, 20, 0, 80, 36]
unfortunately:[604, 464, 456, 516, 804, 724, 420, 392, 0, 368]
consistent:[52, 52, 60, 216, 140, 40, 68, 92, 0, 88]
lately:[36, 28, 76, 84, 48, 40, 0, 72, 44, 32]
reverse:[56, 16, 0, 44, 32, 60, 100, 16, 68, 252]
proulx:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
tennis:[88, 0, 20, 12, 4, 960, 12, 0, 76, 0]
sword:[428, 0, 4, 36, 16, 0, 4, 0, 0, 0]
decker:[0, 0, 124, 0, 0, 0, 1564, 0, 40, 0]
january:[24, 40, 68, 68, 124, 72, 20, 0, 24, 104]
organizer:[4, 12, 0, 0, 4, 0, 0, 32, 28, 244]
backgrounds:[392, 0, 0, 28, 36, 4, 4, 4, 0, 16]
foster:[0, 24, 0, 12, 40, 76, 8, 0, 0, 8]
receptacle:[0, 12, 0, 0, 0, 604, 12, 0, 32, 8]
garden:[28, 48, 52, 272, 108, 28, 1792, 60, 96, 0]
travel:[348, 580, 144, 0, 92, 232, 176, 368, 248, 200]
choice:[504, 412, 416, 496, 720, 240, 308, 236, 0, 368]
sliding:[68, 328, 0, 20, 0, 40, 44, 0, 148, 60]
small:[196, 1107, 1037, 0, 260, 1972, 1703, 913, 1477, 1279]
solidly:[4, 8, 0, 28, 72, 28, 60, 16, 68, 20]
rhino:[0, 0, 0, 144, 36, 0, 0, 0, 0, 0]
replace:[168, 672, 0, 164, 152, 744, 1484, 340, 976, 628]
stomach:[40, 92, 368, 28, 36, 192, 0, 44, 0, 0]
him:[650, 2738, 410, 1288, 1055, 2736, 220, 376, 0, 333]
listen:[179, 256, 0, 5828, 3278, 54, 82, 116, 40, 143]
hip:[8, 76, 0, 1608, 264, 220, 8, 8, 0, 8]
hit:[1056, 472, 492, 2364, 1156, 272, 404, 0, 340, 380]
major:[536, 312, 0, 640, 1248, 292, 280, 172, 128, 320]
duster:[4, 0, 0, 0, 0, 0, 40, 0, 692, 0]
answering:[12, 0, 8, 4, 16, 4, 8, 0, 12, 592]
beat:[2888, 0, 212, 1696, 744, 180, 328, 260, 208, 260]
bumpy:[8, 16, 0, 8, 0, 28, 44, 52, 32, 0]
bear:[168, 136, 16, 84, 180, 364, 52, 0, 24, 32]
stools:[0, 16, 16, 0, 0, 104, 0, 0, 0, 0]
group:[492, 60, 72, 1880, 1232, 28, 116, 60, 0, 96]
retailers:[4, 8, 24, 0, 4, 12, 44, 36, 20, 28]
tack:[12, 8, 0, 40, 8, 16, 4, 0, 20, 32]
manually:[24, 60, 24, 0, 8, 252, 220, 0, 28, 44]
lounge:[0, 0, 4, 80, 40, 4, 0, 0, 8, 4]
gross:[24, 124, 104, 16, 24, 236, 12, 132, 24, 0]
porch:[0, 52, 28, 36, 32, 108, 128, 0, 32, 4]
tree:[228, 144, 772, 192, 0, 60, 636, 132, 88, 112]
history:[664, 12, 80, 960, 804, 44, 56, 60, 0, 136]
repairs:[8, 8, 0, 0, 0, 12, 40, 24, 116, 20]
square:[472, 420, 32, 60, 84, 36, 284, 0, 104, 152]
soak:[0, 84, 68, 12, 0, 40, 84, 124, 88, 0]
absolutely:[1064, 1096, 844, 1168, 1236, 908, 412, 664, 0, 640]
interference:[28, 20, 0, 0, 56, 8, 12, 0, 28, 64]
sustain:[8, 0, 8, 24, 84, 12, 16, 0, 16, 4]
soap:[44, 100, 36, 16, 48, 92, 48, 1496, 124, 0]
request:[0, 24, 40, 20, 44, 0, 20, 32, 24, 56]
reveals:[36, 0, 8, 92, 196, 8, 8, 4, 0, 0]
rocking:[20, 8, 8, 352, 136, 4, 8, 8, 8, 0]
their:[517, 674, 895, 2096, 1654, 1531, 0, 515, 666, 970]
shepherd:[0, 12, 0, 52, 20, 428, 4, 0, 0, 0]
fuller:[0, 20, 8, 68, 88, 16, 0, 84, 0, 0]
mahler:[0, 0, 0, 0, 320, 0, 0, 0, 0, 0]
point:[1504, 584, 396, 1608, 1568, 620, 648, 0, 560, 512]
debut:[108, 0, 0, 1536, 284, 0, 24, 40, 0, 0]
general:[316, 0, 128, 388, 620, 144, 148, 120, 128, 240]
brewing:[4, 4, 208, 16, 12, 0, 4, 0, 0, 0]
attachment:[20, 108, 8, 0, 24, 52, 592, 20, 100, 12]
sounds:[640, 1116, 84, 4760, 2692, 196, 144, 128, 0, 184]
rediscovered:[8, 12, 0, 68, 44, 0, 0, 16, 0, 0]
hospital:[20, 436, 36, 28, 24, 28, 0, 60, 8, 16]
ceiling:[36, 12, 0, 16, 12, 8, 24, 0, 440, 12]
flaking:[0, 0, 4, 0, 0, 16, 0, 240, 0, 0]
process:[200, 256, 252, 0, 260, 280, 316, 180, 212, 184]
requirements:[92, 0, 28, 0, 20, 12, 16, 20, 52, 72]
generac:[0, 0, 0, 0, 0, 0, 0, 0, 72, 0]
clear:[456, 372, 0, 780, 1384, 388, 456, 1112, 660, 892]
encounter:[256, 8, 12, 60, 224, 24, 40, 16, 0, 16]
clean:[0, 2120, 322, 190, 288, 2090, 1332, 1870, 1306, 298]
posting:[20, 12, 16, 8, 28, 28, 20, 0, 32, 28]
meal:[8, 40, 580, 28, 24, 276, 12, 8, 0, 16]
nozzle:[0, 0, 0, 0, 0, 0, 900, 28, 76, 16]
listed:[104, 0, 204, 176, 216, 104, 168, 128, 160, 232]
neither:[136, 168, 116, 180, 492, 192, 120, 0, 88, 84]
meat:[68, 0, 764, 24, 44, 148, 44, 8, 12, 0]
glad:[612, 1084, 624, 672, 768, 624, 688, 904, 0, 604]
chew:[20, 288, 316, 8, 8, 2348, 52, 8, 0, 0]
suggestions:[20, 52, 36, 12, 40, 52, 36, 0, 20, 44]
cher:[0, 0, 0, 260, 0, 0, 0, 0, 0, 0]
account:[140, 20, 64, 56, 252, 80, 44, 0, 28, 44]
sometime:[68, 32, 36, 84, 96, 36, 24, 52, 32, 0]
been:[582, 665, 949, 734, 0, 1276, 922, 2188, 1000, 1156]
safer:[8, 164, 24, 8, 8, 80, 72, 12, 100, 0]
videos:[180, 28, 0, 252, 180, 44, 40, 20, 44, 20]
beef:[36, 16, 356, 84, 16, 88, 12, 0, 20, 12]
trio:[0, 0, 0, 324, 652, 12, 8, 16, 8, 8]
trip:[160, 264, 232, 504, 268, 264, 124, 0, 572, 136]
appreciate:[244, 180, 160, 756, 740, 0, 152, 148, 100, 188]
trim:[32, 40, 36, 0, 0, 36, 428, 24, 104, 36]
meds:[8, 16, 16, 0, 0, 164, 0, 44, 0, 0]
bleach:[0, 164, 0, 0, 0, 28, 20, 44, 64, 0]
you:[3304, 568, 1064, 1172, 996, 0, 640, 476, 716, 708]
jump:[880, 76, 36, 164, 184, 312, 112, 0, 516, 44]
limitations:[96, 16, 0, 28, 128, 20, 44, 0, 28, 16]
soft:[0, 1244, 508, 560, 388, 548, 304, 2028, 428, 196]
happen:[344, 284, 0, 392, 452, 220, 168, 124, 152, 172]
seamless:[32, 0, 0, 48, 80, 8, 0, 0, 16, 0]
festival:[0, 0, 8, 72, 188, 0, 4, 0, 8, 4]
preference:[36, 20, 112, 48, 116, 20, 0, 36, 0, 40]
loyal:[64, 0, 32, 36, 56, 8, 12, 44, 28, 24]
july:[36, 36, 64, 68, 68, 60, 84, 0, 48, 64]
lacked:[64, 8, 12, 48, 72, 4, 8, 0, 0, 12]
population:[32, 4, 8, 4, 32, 100, 128, 0, 0, 36]
atlantic:[0, 0, 12, 84, 56, 0, 0, 16, 0, 4]
route:[84, 0, 24, 16, 44, 28, 56, 20, 44, 36]
flexible:[20, 48, 20, 0, 80, 92, 404, 12, 208, 68]
trying:[1564, 1276, 1004, 924, 800, 1152, 940, 908, 712, 0]
beds:[0, 44, 4, 0, 0, 56, 352, 0, 20, 0]
organ:[4, 0, 0, 384, 612, 4, 0, 12, 0, 4]
mega:[164, 8, 72, 92, 60, 444, 16, 8, 0, 0]
hog:[36, 8, 8, 20, 12, 4, 768, 0, 0, 8]
mirror:[44, 368, 0, 68, 76, 8, 12, 336, 496, 32]
gardens:[0, 0, 20, 12, 4, 4, 176, 4, 0, 0]
nintendo:[2764, 0, 4, 4, 4, 0, 0, 0, 0, 0]
eyeliner:[0, 0, 0, 0, 0, 0, 0, 220, 0, 0]
hop:[40, 12, 0, 1632, 208, 16, 0, 12, 12, 4]
soil:[8, 16, 152, 8, 20, 12, 780, 0, 20, 0]
bottle:[28, 1768, 1740, 84, 28, 456, 148, 2784, 320, 0]
unsafe:[0, 108, 0, 0, 0, 8, 4, 12, 24, 0]
hot:[276, 516, 4536, 808, 464, 196, 484, 616, 544, 0]
interior:[0, 40, 28, 8, 20, 36, 28, 8, 220, 36]
how:[1029, 1188, 870, 888, 909, 0, 1042, 1024, 1020, 1161]
capability:[92, 0, 4, 20, 36, 12, 44, 12, 64, 116]
sears:[0, 76, 0, 0, 8, 0, 140, 0, 72, 0]
refills:[0, 1404, 8, 0, 0, 76, 92, 32, 0, 72]
peter:[4, 0, 0, 392, 400, 4, 0, 24, 8, 8]
assembly:[8, 164, 0, 12, 16, 128, 800, 8, 136, 24]
hearing:[124, 184, 44, 1256, 1164, 76, 56, 0, 48, 76]
wedding:[8, 20, 100, 36, 192, 16, 4, 16, 0, 92]
spare:[80, 144, 0, 112, 168, 180, 152, 48, 608, 104]
spreads:[8, 8, 20, 8, 16, 0, 76, 44, 16, 8]
drains:[12, 40, 12, 0, 12, 12, 8, 0, 44, 0]
tail:[60, 32, 24, 40, 16, 424, 0, 20, 136, 16]
emotional:[144, 12, 0, 640, 1088, 4, 16, 8, 0, 12]
pistol:[100, 0, 0, 12, 4, 0, 60, 0, 0, 4]
assemble:[0, 424, 8, 12, 8, 116, 712, 20, 96, 28]
noticeable:[108, 0, 84, 76, 84, 80, 64, 292, 148, 44]
dragged:[12, 4, 4, 16, 64, 28, 32, 4, 0, 4]
march:[36, 40, 36, 120, 500, 56, 56, 0, 20, 40]
blast:[536, 60, 32, 140, 88, 40, 64, 8, 68, 0]
appeals:[32, 12, 16, 44, 24, 0, 8, 0, 0, 0]
answer:[220, 96, 96, 408, 256, 112, 124, 0, 136, 384]
calls:[56, 36, 116, 100, 184, 44, 56, 0, 76, 284]
series:[3288, 20, 0, 252, 1080, 64, 72, 28, 104, 284]
junk:[108, 136, 0, 64, 64, 244, 368, 88, 400, 208]
restored:[20, 0, 0, 20, 36, 0, 28, 0, 68, 16]
wizard:[28, 0, 0, 24, 56, 4, 8, 0, 12, 4]
yrs:[56, 164, 68, 84, 52, 144, 88, 168, 92, 0]
imaginative:[88, 16, 0, 52, 104, 0, 0, 0, 0, 4]
misplaced:[12, 20, 0, 32, 28, 0, 16, 0, 24, 40]
purse:[0, 96, 80, 0, 8, 12, 0, 240, 0, 528]
compete:[180, 4, 8, 84, 52, 20, 20, 16, 0, 4]
dented:[0, 16, 0, 0, 0, 0, 8, 24, 60, 28]
putting:[252, 1088, 0, 272, 260, 504, 460, 424, 428, 248]
thickness:[4, 56, 32, 0, 8, 48, 44, 60, 36, 100]
listener:[0, 0, 0, 944, 920, 0, 4, 8, 0, 24]
questions:[136, 100, 56, 120, 116, 108, 44, 0, 52, 160]
inconvenient:[8, 52, 0, 0, 20, 36, 24, 16, 20, 28]
promise:[136, 44, 36, 176, 136, 0, 36, 72, 28, 44]
hold:[740, 2048, 0, 716, 552, 996, 1272, 660, 1276, 768]
tale:[112, 0, 4, 184, 348, 4, 16, 4, 8, 12]
rubber:[52, 300, 60, 316, 48, 356, 472, 0, 692, 124]
listened:[44, 56, 0, 1844, 972, 20, 32, 24, 28, 44]
tall:[72, 496, 88, 52, 68, 80, 592, 0, 80, 44]
train:[184, 180, 28, 212, 120, 184, 152, 20, 0, 32]
dedicated:[76, 12, 20, 96, 172, 8, 48, 0, 16, 56]
planet:[404, 56, 24, 220, 112, 52, 28, 24, 0, 36]
count:[196, 88, 192, 128, 172, 120, 80, 68, 0, 140]
creep:[32, 20, 0, 52, 32, 4, 8, 0, 8, 4]
vision:[32, 0, 24, 216, 228, 4, 20, 8, 60, 32]
accompany:[28, 8, 20, 84, 88, 0, 4, 8, 0, 16]
immediate:[32, 32, 0, 48, 84, 84, 32, 80, 28, 52]
relatively:[180, 112, 0, 176, 340, 148, 260, 100, 168, 144]
carrying:[0, 280, 148, 56, 112, 208, 160, 148, 160, 108]
some:[1017, 0, 1506, 1400, 1382, 752, 919, 824, 852, 928]
operas:[0, 0, 0, 0, 220, 0, 0, 8, 0, 4]
purchasing:[332, 460, 296, 0, 212, 432, 384, 272, 356, 428]
session:[44, 24, 16, 612, 304, 60, 56, 24, 0, 16]
tang:[0, 0, 76, 428, 8, 0, 20, 0, 0, 0]
actron:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
swallowed:[12, 8, 32, 4, 8, 136, 4, 0, 0, 8]
exposed:[32, 92, 44, 116, 124, 136, 80, 60, 140, 0]
soften:[0, 12, 20, 0, 8, 16, 16, 108, 12, 0]
unfinished:[28, 16, 4, 36, 48, 4, 4, 0, 0, 4]
diego:[0, 28, 12, 44, 32, 20, 12, 8, 0, 0]
passed:[136, 144, 80, 288, 220, 164, 72, 0, 68, 48]
tank:[120, 40, 20, 12, 0, 160, 236, 0, 308, 60]
just:[997, 826, 1374, 766, 0, 835, 1150, 1050, 1144, 1152]
bloody:[172, 8, 28, 48, 36, 40, 8, 12, 0, 0]
notice:[340, 304, 224, 288, 244, 340, 184, 520, 184, 0]
owner:[248, 0, 48, 40, 64, 360, 132, 0, 116, 104]
sold:[440, 264, 428, 400, 0, 260, 352, 308, 332, 304]
grandson:[144, 988, 52, 16, 124, 0, 32, 16, 116, 104]
pokemon:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
lumber:[0, 0, 0, 0, 0, 0, 20, 0, 220, 0]
affects:[40, 0, 20, 8, 52, 20, 12, 20, 12, 8]
solo:[88, 20, 16, 2404, 1408, 4, 104, 32, 0, 44]
monitor:[44, 140, 20, 0, 36, 100, 20, 0, 48, 36]
lifts:[16, 36, 0, 64, 32, 36, 20, 0, 12, 0]
tracks:[532, 36, 20, 5216, 2516, 120, 116, 100, 0, 64]
home:[0, 1572, 1092, 1048, 792, 1144, 1276, 576, 908, 1188]
hole:[80, 564, 84, 132, 84, 320, 996, 48, 596, 0]
michael:[64, 0, 16, 396, 332, 0, 0, 32, 12, 16]
print:[64, 76, 0, 232, 316, 40, 24, 28, 48, 1332]
material:[140, 360, 0, 1288, 1256, 424, 492, 100, 504, 296]
approximately:[20, 48, 48, 0, 56, 116, 96, 40, 64, 68]
hub:[52, 0, 0, 0, 4, 4, 20, 0, 64, 16]
tubes:[16, 28, 32, 0, 52, 112, 40, 184, 68, 16]
owned:[496, 180, 0, 416, 280, 388, 800, 120, 400, 456]
iron:[64, 20, 104, 204, 68, 20, 180, 1016, 60, 0]
decades:[32, 0, 68, 284, 404, 12, 64, 108, 36, 64]
downhill:[24, 0, 0, 36, 12, 8, 32, 4, 0, 12]
explain:[220, 56, 44, 252, 192, 0, 44, 52, 44, 76]
basket:[20, 100, 208, 0, 12, 76, 44, 16, 20, 20]
hum:[8, 16, 12, 48, 72, 0, 16, 0, 32, 12]
reaches:[24, 76, 20, 92, 124, 8, 84, 0, 28, 0]
adventurous:[28, 12, 12, 88, 64, 0, 4, 8, 0, 0]
answers:[52, 0, 20, 48, 20, 28, 0, 0, 28, 172]
hope:[972, 0, 472, 1100, 992, 572, 496, 680, 508, 504]
tracking:[76, 96, 36, 20, 52, 60, 32, 0, 24, 88]
ennis:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
soon:[860, 908, 536, 696, 684, 744, 416, 460, 348, 0]
america:[176, 0, 88, 476, 628, 24, 96, 36, 48, 48]
bulbs:[0, 8, 8, 0, 0, 4, 104, 0, 112, 16]
sony:[652, 0, 0, 36, 364, 0, 4, 0, 8, 48]
kitten:[0, 8, 0, 12, 8, 408, 4, 8, 0, 0]
hook:[152, 104, 0, 396, 84, 44, 232, 24, 332, 96]
tape:[64, 248, 0, 648, 456, 368, 472, 148, 352, 344]
action:[1800, 132, 0, 132, 320, 76, 196, 80, 92, 200]
anticipated:[60, 0, 44, 24, 68, 44, 40, 20, 32, 40]
husbands:[4, 32, 16, 0, 72, 0, 12, 32, 16, 16]
payed:[44, 28, 4, 12, 16, 4, 20, 0, 8, 4]
eacute:[64, 12, 68, 172, 408, 12, 8, 56, 0, 48]
gauge:[36, 20, 8, 4, 8, 12, 96, 0, 712, 8]
song:[80, 244, 8, 6912, 2556, 0, 40, 88, 0, 68]
soundtrack:[776, 0, 0, 600, 1656, 0, 0, 20, 0, 4]
bernstein:[0, 0, 0, 0, 292, 0, 0, 0, 0, 4]
revolver:[4, 0, 0, 276, 4, 0, 0, 0, 0, 0]
belt:[20, 160, 0, 48, 48, 12, 64, 0, 52, 36]
sturdier:[4, 112, 0, 0, 0, 112, 100, 8, 40, 32]
chop:[16, 0, 52, 12, 28, 32, 112, 0, 8, 4]
mario:[2244, 0, 4, 0, 52, 4, 4, 4, 0, 0]
cream:[68, 12, 884, 100, 48, 44, 8, 3664, 0, 28]
bruckner:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
sensitive:[76, 112, 132, 148, 424, 212, 0, 2232, 72, 60]
distinctly:[20, 0, 8, 80, 80, 0, 0, 0, 8, 4]
critters:[16, 24, 8, 0, 8, 44, 72, 0, 0, 0]
bell:[24, 16, 140, 108, 116, 124, 0, 0, 8, 44]
heavy:[0, 644, 224, 996, 688, 752, 2292, 784, 1572, 560]
underground:[144, 4, 0, 656, 104, 0, 56, 8, 0, 12]
reached:[72, 44, 68, 212, 172, 16, 60, 64, 40, 0]
acting:[472, 12, 8, 24, 1256, 96, 100, 0, 24, 16]
sings:[16, 28, 0, 840, 804, 0, 4, 12, 0, 0]
painted:[0, 20, 28, 48, 32, 12, 88, 0, 148, 80]
deliver:[56, 0, 88, 224, 168, 32, 76, 44, 44, 32]
obsession:[32, 0, 0, 68, 28, 4, 4, 20, 0, 8]
summer:[148, 212, 264, 856, 588, 340, 952, 452, 304, 0]
eight:[240, 108, 56, 168, 268, 68, 104, 0, 60, 52]
products:[164, 724, 1088, 0, 152, 1372, 796, 3328, 880, 640]
trailer:[8, 48, 8, 12, 96, 8, 52, 24, 1216, 0]
nerves:[72, 36, 4, 36, 24, 16, 0, 0, 0, 0]
file:[152, 0, 24, 20, 92, 20, 124, 16, 20, 324]
greasy:[20, 0, 60, 0, 0, 52, 0, 2208, 32, 12]
creek:[4, 4, 4, 24, 72, 0, 36, 4, 0, 8]
member:[176, 56, 60, 408, 204, 60, 40, 64, 0, 76]
periods:[56, 124, 0, 48, 64, 36, 56, 16, 88, 40]
enya:[0, 0, 0, 444, 0, 0, 0, 0, 0, 0]
grease:[0, 16, 52, 56, 8, 20, 108, 96, 260, 8]
could:[970, 1060, 1160, 0, 799, 963, 1192, 877, 1196, 1080]
strike:[88, 16, 8, 52, 100, 8, 28, 0, 20, 12]
health:[348, 28, 408, 44, 88, 452, 44, 132, 0, 28]
positive:[152, 204, 0, 308, 244, 192, 184, 200, 152, 140]
menu:[280, 0, 36, 12, 40, 0, 4, 0, 0, 128]
rental:[80, 24, 4, 0, 16, 0, 40, 20, 24, 0]
corrected:[44, 28, 28, 12, 24, 12, 20, 0, 24, 40]
machine:[612, 204, 232, 164, 284, 784, 856, 0, 288, 1272]
efficiently:[0, 36, 0, 0, 12, 44, 76, 16, 28, 40]
teddy:[12, 44, 8, 40, 48, 144, 0, 0, 0, 32]
neutrogena:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
evening:[0, 52, 112, 216, 148, 184, 124, 216, 48, 28]
return:[424, 484, 0, 688, 412, 596, 784, 312, 756, 676]
codes:[284, 0, 0, 12, 12, 0, 4, 4, 300, 52]
cheaper:[204, 616, 600, 0, 176, 856, 680, 556, 632, 548]
instance:[164, 44, 36, 176, 292, 32, 40, 0, 20, 36]
practically:[132, 92, 84, 156, 132, 84, 60, 68, 0, 48]
cassette:[8, 8, 0, 520, 232, 0, 16, 0, 16, 48]
cough:[20, 0, 64, 16, 16, 8, 4, 4, 28, 4]
radio:[236, 24, 0, 1888, 1124, 28, 12, 40, 208, 132]
smile:[76, 116, 92, 404, 208, 16, 28, 52, 0, 116]
blade:[160, 16, 0, 20, 20, 24, 2452, 56, 156, 0]
heath:[12, 0, 0, 104, 1596, 12, 44, 0, 0, 4]
solution:[140, 324, 84, 0, 60, 412, 292, 204, 328, 120]
reviews:[660, 2185, 662, 712, 654, 1160, 1264, 992, 1095, 0]
shears:[0, 0, 0, 0, 0, 0, 572, 0, 0, 0]
fine:[822, 872, 794, 0, 872, 832, 1584, 995, 1552, 1194]
find:[619, 0, 2180, 536, 648, 712, 1071, 1858, 754, 1110]
host:[44, 8, 20, 56, 44, 4, 8, 0, 0, 4]
ballads:[4, 0, 0, 884, 204, 0, 0, 24, 0, 4]
clutter:[0, 16, 0, 16, 8, 0, 0, 380, 16, 36]
cables:[224, 20, 8, 0, 148, 8, 40, 0, 1084, 24]
cities:[164, 0, 8, 60, 56, 0, 4, 8, 0, 88]
pleasant:[0, 168, 264, 304, 416, 76, 80, 388, 76, 72]
raider:[376, 0, 0, 0, 0, 0, 0, 0, 0, 0]
difficult:[1728, 1620, 444, 0, 916, 792, 976, 460, 596, 584]
hose:[0, 36, 0, 28, 0, 80, 4776, 8, 192, 0]
sort:[512, 228, 312, 672, 648, 192, 172, 224, 0, 220]
film:[152, 40, 12, 188, 3568, 0, 268, 136, 80, 64]
breeze:[60, 168, 68, 56, 0, 68, 268, 40, 144, 88]
seriously:[480, 180, 268, 388, 352, 148, 88, 200, 0, 168]
fill:[152, 688, 204, 168, 228, 668, 424, 348, 236, 0]
heart:[500, 76, 168, 1876, 1984, 76, 104, 108, 0, 36]
friends:[1888, 1296, 956, 792, 816, 516, 0, 488, 360, 464]
trash:[124, 2240, 152, 92, 80, 388, 576, 68, 320, 0]
forget:[584, 308, 0, 676, 592, 228, 308, 180, 204, 172]
task:[180, 76, 24, 52, 108, 68, 232, 0, 100, 144]
convenient:[64, 668, 172, 0, 64, 200, 204, 184, 248, 208]
flaws:[408, 48, 0, 112, 120, 72, 48, 32, 8, 36]
true:[1336, 332, 492, 2620, 2276, 316, 424, 372, 0, 356]
valley:[76, 0, 20, 100, 100, 4, 52, 76, 12, 0]
position:[164, 584, 0, 60, 104, 236, 300, 36, 376, 32]
present:[332, 228, 252, 376, 624, 168, 0, 132, 100, 260]
softly:[4, 0, 4, 48, 68, 0, 0, 8, 0, 8]
problems:[1022, 1840, 404, 0, 410, 1724, 1224, 815, 1184, 1140]
soup:[8, 8, 420, 12, 16, 4, 0, 0, 8, 0]
soul:[768, 0, 44, 2224, 1168, 4, 12, 36, 8, 28]
groove:[8, 16, 0, 736, 192, 16, 36, 8, 20, 4]
phones:[4, 12, 0, 24, 12, 4, 4, 0, 136, 440]
movements:[116, 32, 4, 56, 796, 28, 12, 16, 0, 12]
appears:[228, 124, 0, 308, 428, 176, 372, 144, 388, 224]
troubles:[16, 24, 16, 52, 24, 20, 0, 0, 16, 12]
mess:[188, 528, 208, 0, 140, 704, 324, 304, 204, 112]
transform:[56, 0, 0, 24, 48, 0, 4, 4, 0, 4]
hour:[464, 320, 308, 244, 404, 780, 664, 320, 464, 0]
magazines:[80, 12, 4, 8, 4, 0, 4, 28, 0, 28]
genuine:[44, 0, 80, 192, 304, 12, 32, 36, 24, 276]
heard:[525, 448, 219, 4189, 3513, 280, 194, 275, 0, 202]
recieve:[32, 20, 0, 32, 8, 28, 0, 32, 12, 32]
certainly:[472, 288, 308, 1172, 1500, 332, 380, 236, 0, 264]
ntilde:[12, 8, 40, 44, 80, 8, 0, 8, 12, 0]
equation:[0, 0, 0, 12, 28, 12, 0, 0, 8, 136]
impressive:[424, 36, 52, 440, 504, 0, 68, 56, 84, 84]
shocked:[76, 80, 88, 84, 108, 48, 56, 64, 60, 0]
master:[844, 72, 44, 696, 812, 0, 64, 56, 208, 72]
concerning:[20, 16, 16, 32, 52, 24, 8, 0, 12, 20]
tougher:[88, 12, 12, 12, 16, 48, 52, 0, 20, 0]
